,busname,bustype,depature_time,travel_time,end_time,star_rating,price,seat_available,routename,routelink,seatavilable
2166,DA Transports,A/C Sleeper (2+1),22:01,09h 44m,07:45,3.5,799.0,22.0,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,22
2167,DA Transports,A/C Sleeper (2+1),21:50,08h 55m,06:45,3.4,799.0,28.0,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,28
2168,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),21:10,10h 05m,07:15,3.3,799.0,20.0,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,20
2169,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),21:30,08h 30m,06:00,3.6,799.0,22.0,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,22
2170,A1 Travels,Non A/C Seater / Sleeper (2+1),21:45,08h 45m,06:30,2.8,600.0,29.0,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,29
2171,SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),20:00,09h 00m,05:00,1.7,549.0,27.0,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,27
2172,Bharathi Travels,A/C Sleeper (2+1),15:00,08h 45m,23:45,2.9,800.0,26.0,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,26
2173,A1 Travels,A/C Seater / Sleeper (2+1),20:00,09h 30m,05:30,2.5,700.0,23.0,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,23
2174,Suraj Holidays,NON AC Seater / Sleeper 2+1,20:15,09h 40m,05:55,2.4,650.0,31.0,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,31
2175,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),13:45,09h 25m,23:10,2.7,1000.0,20.0,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,20
2176,PSK Travels,Bharat Benz A/C Sleeper (2+1),14:30,09h 00m,23:30,2.3,1290.0,13.0,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,13
2177,Shajees Motors,A/C Semi Sleeper (2+2),19:30,05h 10m,00:40,3.6,600.0,15.0,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,15
2178,Ubc travels,A/C Semi Sleeper (2+2),20:40,04h 20m,01:00,3.0,700.0,33.0,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,33
2179,Ubc travels,A/C Seater/Sleeper (2+1),20:45,06h 15m,03:00,3.5,900.0,33.0,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,33
2180,Kalpaka Travels 1,A/C Sleeper (2+1),20:55,05h 35m,02:30,4.4,800.0,13.0,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,13
2181,Sona Travels,Bharat Benz A/C Sleeper (2+1),21:00,05h 45m,02:45,3.2,800.0,22.0,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,22
2182,Sheraton Tours and Travels,A/C Seater/Sleeper (2+1),21:00,04h 45m,01:45,3.5,480.0,22.0,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,22
2183,UFO Bus,A/C Sleeper (2+1),21:15,05h 30m,02:45,4.1,744.0,26.0,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,26
2184,Adrin Travels,A/C Seater/Sleeper (2+1),21:00,05h 00m,02:00,4.6,699.0,29.0,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,29
2185,Cochin Bus,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),21:15,05h 05m,02:20,4.3,697.0,20.0,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,20
2186,UFO Bus,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),21:30,05h 15m,02:45,4.5,656.0,35.0,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,35
2187,Cochin Bus,A/C Sleeper (2+1),21:30,04h 50m,02:20,4.3,900.0,11.0,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,11
2188,Madhavi Travels,A/C Semi Sleeper (2+2),21:30,04h 45m,02:15,3.5,599.0,27.0,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,27
2189,Madhavi Travels,A/C Sleeper (2+1),21:40,04h 15m,01:55,4.1,899.0,19.0,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,19
2190,Arya Travels,A/C Sleeper (2+1),21:45,05h 30m,03:15,3.2,745.0,17.0,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,17
2191,Madhavi Travels,A/C Sleeper (2+1),21:45,05h 15m,03:00,4.3,799.0,24.0,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,24
2192,SG Travels,Bharat Benz A/C Sleeper (2+1),21:45,04h 45m,02:30,4.1,799.0,23.0,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,23
2193,Kalpaka Travels 1,A/C Semi Sleeper (2+2),22:00,05h 00m,03:00,4.5,600.0,23.0,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,23
2194,PHOENIX TRAVELS,A/C Sleeper (2+1),22:00,04h 00m,02:00,3.4,599.0,18.0,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,18
2195,Madhavi Travels,A/C Semi Sleeper (2+2),22:10,05h 25m,03:35,3.8,599.0,31.0,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,31
2196,Sonia Travels,A/C Seater/Sleeper (2+1),22:15,04h 14m,02:29,3.8,680.0,22.0,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,22
2197,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:59,05h 31m,05:30,3.4,800.0,33.0,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,33
2198,Greenline kerala,A/C Seater Push Back (2+2),22:01,04h 44m,02:45,1.6,500.0,31.0,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,31
2199,LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),22:40,05h 00m,03:40,2.8,949.0,17.0,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,17
2200,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:59,05h 01m,05:00,2.5,650.0,14.0,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,14
2201,Galaxy Tours,2+1 Air Suspension A/C Seater / Sleeper,01:15,04h 45m,06:00,1.9,700.0,38.0,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,38
2202,Galaxy Tours,A/C Semi Sleeper (2+2),01:15,04h 45m,06:00,1.3,800.0,14.0,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,14
2203,Arya Travels,A/C Sleeper (2+1),21:45,05h 30m,03:15,3.2,1249.0,3.0,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,3
2204,Madhavi Travels,A/C Sleeper (2+1),23:59,04h 31m,04:30,4.5,1499.0,8.0,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,8
2205,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),22:45,04h 15m,03:00,2.4,1350.0,23.0,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,23
2206,EMERALD TRAVELS,A/C Sleeper (2+1),23:30,05h 00m,04:30,2.6,1000.0,19.0,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,19
2207,A1 Travels,Bharat Benz A/C Sleeper (2+1),23:45,04h 15m,04:00,2.7,1000.0,15.0,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,15
2208,A1 Travels,Bharat Benz A/C Sleeper (2+1),17:30,06h 00m,23:30,4.2,700.0,12.0,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,12
2209,SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),23:55,06h 05m,06:00,3.5,799.0,16.0,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,16
2210,NS Transports,Non A/C Seater / Sleeper (2+1),23:57,06h 33m,06:30,4.2,800.0,12.0,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,12
2211,NS Transports,Non A/C Seater / Sleeper (2+1),23:59,06h 11m,06:10,4.2,799.0,4.0,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,4
2212,Sam Tourist,NON AC Seater / Sleeper 2+1,00:45,06h 20m,07:05,3.7,799.0,37.0,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,37
2213,Suraj Holidays,NON AC Seater / Sleeper 2+1,23:55,06h 05m,06:00,4.2,1020.0,19.0,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,19
2214,NS Transports,VE A/C Sleeper (2+1),23:59,07h 31m,07:30,4.2,1100.0,11.0,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,11
2215,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),23:55,05h 35m,05:30,3.5,899.0,16.0,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,16
2216,SKS Tours & Travels,A/C Sleeper (2+1),23:59,05h 41m,05:40,3.6,1199.0,18.0,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,18
2217,National travels and logistics,NON A/C Sleeper (2+1),00:40,05h 35m,06:15,3.5,890.0,20.0,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,20
2218,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),16:30,06h 15m,22:45,2.0,1150.0,14.0,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,14
2219,A1 Travels,Non A/C Seater / Sleeper (2+1),23:40,07h 05m,06:45,1.4,900.0,26.0,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,26
2220,A1 Travels,A/C Seater / Sleeper (2+1),23:45,06h 45m,06:30,1.4,1000.0,27.0,Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,27
2221,MMK Travels,VE A/C Seater / Sleeper (2+1),22:15,07h 15m,05:30,4.3,1100.0,12.0,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur,12
2223,GOLDEN TRAVEL AGENCIES,Volvo A/C Semi Sleeper (2+2),22:45,06h 00m,04:45,4.3,999.0,3.0,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur,3
2224,GOLDEN TRAVEL AGENCIES,NON A/C Sleeper (2+1),22:30,06h 15m,04:45,4.1,999.0,3.0,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur,3
2226,NS Transports,A/C Sleeper (2+1),22:15,07h 30m,05:45,4.5,1200.0,3.0,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur,3
2229,National travels and logistics,Non A/C Seater / Sleeper (2+1),22:40,07h 05m,05:45,3.8,799.0,23.0,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur,23
2230,NS Transports,NON A/C Semi Sleeper / Sleeper (2+1),22:00,08h 00m,06:00,3.9,949.0,4.0,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur,4
2231,Kohinoor Travels,A/C Sleeper (2+1),20:30,08h 30m,05:00,3.9,999.0,10.0,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur,10
2232,P K Travels,NON A/C Semi Sleeper (2+2),21:45,07h 15m,05:00,3.8,799.0,6.0,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur,6
2233,National travels and logistics,Bharat Benz A/C Sleeper (2+1),22:30,07h 00m,05:30,3.8,1150.0,13.0,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur,13
2235,Ashoka Travel and Logistics,A/C Semi Sleeper (2+2),22:30,07h 15m,05:45,3.8,800.0,2.0,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur,2
2237,DLT BUS,A/C Sleeper (2+1),22:30,07h 30m,06:00,3.8,1299.0,14.0,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur,14
2238,Ashoka Travel and Logistics,NON A/C Semi Sleeper (2+2),22:00,07h 30m,05:30,2.9,700.0,6.0,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur,6
2239,Arya Travels,A/C Seater/Sleeper (2+1),20:30,08h 45m,05:15,1.7,845.0,7.0,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur,7
2240,P K Travels,A/C Sleeper (2+1),22:15,07h 15m,05:30,2.9,1100.0,8.0,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur,8
2241,Sam Tourist,A/C Sleeper (2+1),22:35,07h 30m,06:05,2.2,1299.0,24.0,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur,24
2242,Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),12:15,06h 20m,18:35,4.7,599.0,38.0,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,38
2243,NS Transports,Non A/C Seater / Sleeper (2+1),19:30,07h 00m,02:30,4.2,675.0,18.0,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,18
2244,SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),20:00,07h 00m,03:00,3.5,549.0,27.0,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,27
2245,A1 Travels,A/C Seater / Sleeper (2+1),20:00,08h 00m,04:00,4.4,700.0,25.0,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,25
2246,NS Transports,Non A/C Seater / Sleeper (2+1),20:30,06h 00m,02:30,4.2,675.0,22.0,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,22
2247,National travels and logistics,NON A/C Sleeper (2+1),20:45,07h 15m,04:00,3.9,549.0,22.0,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,22
2248,Suraj Holidays,NON AC Seater / Sleeper 2+1,21:00,06h 00m,03:00,3.4,650.0,32.0,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,32
2249,National travels and logistics,A/C Sleeper (2+1),21:00,06h 15m,03:15,3.9,650.0,20.0,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,20
2250,SAAM BUS,A/C Seater / Sleeper (2+1),21:15,06h 45m,04:00,4.1,630.0,28.0,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,28
2251,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),21:30,07h 15m,04:45,3.5,799.0,25.0,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,25
2252,A1 Travels,Non A/C Seater / Sleeper (2+1),21:45,06h 15m,04:00,3.6,600.0,29.0,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,29
2253,DA Transports,A/C Sleeper (2+1),21:50,06h 40m,04:30,3.5,799.0,29.0,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,29
2254,DA Transports,A/C Sleeper (2+1),22:01,06h 39m,04:40,3.5,799.0,27.0,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,27
2255,Skylite Travels,A/C Sleeper (2+1),22:30,06h 00m,04:30,4.0,850.0,24.0,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,24
2256,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),13:45,05h 45m,19:30,2.1,800.0,25.0,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,25
2257,Sam Tourist,NON AC Seater / Sleeper 2+1,21:00,07h 00m,04:00,1.6,599.0,35.0,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,35
2258,PSK Travels,Bharat Benz A/C Sleeper (2+1),14:30,07h 00m,21:30,3.5,1190.0,19.0,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,19
2259,Bharathi Travels,A/C Sleeper (2+1),15:00,06h 00m,21:00,3.1,1190.0,26.0,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,26
2260,NS Transports,VE A/C Sleeper (2+1),20:15,07h 15m,03:30,4.2,899.0,32.0,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,32
2261,SAAM BUS,VE A/C Sleeper (2+1),20:30,07h 30m,04:00,4.1,850.0,20.0,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,20
2262,MMK Travels,A/C Sleeper (2+1),21:00,06h 00m,03:00,4.3,850.0,22.0,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,22
2263,SKS Tours & Travels,A/C Sleeper (2+1),21:00,07h 00m,04:00,4.2,899.0,23.0,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,23
2264,Suraj Holidays,VE A/C Sleeper (2+1),22:00,07h 00m,05:00,3.6,880.0,22.0,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,22
2266,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),14:00,06h 30m,20:30,2.9,1200.0,30.0,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,30
2267,MMK Travels,A/C Seater / Sleeper (2+1),22:30,07h 00m,05:30,4.6,1100.0,7.0,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,7
2268,Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),23:00,08h 30m,07:30,4.3,1099.0,35.0,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,35
2269,DLT BUS,A/C Sleeper (2+1),22:30,06h 50m,05:20,4.4,1500.0,13.0,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,13
2270,DLT BUS,A/C Sleeper (2+1),22:30,07h 00m,05:30,4.0,1500.0,13.0,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,13
2271,MMK Travels,A/C Seater / Sleeper (2+1),22:30,07h 15m,05:45,4.4,1100.0,7.0,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,7
2272,Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),23:00,08h 20m,07:20,4.1,1099.0,35.0,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,35
2273,NS Transports,Non A/C Seater / Sleeper (2+1),22:30,06h 30m,05:00,4.2,799.0,5.0,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,5
2274,Suraj Holidays,VE A/C Sleeper (2+1),22:30,07h 45m,06:15,3.8,1180.0,16.0,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,16
2275,A1 Travels,Non A/C Seater / Sleeper (2+1),21:00,08h 00m,05:00,3.4,900.0,26.0,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,26
2276,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),22:00,07h 25m,05:25,3.9,1199.0,15.0,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,15
2277,Suraj Holidays,VE A/C Sleeper (2+1),22:30,07h 45m,06:15,4.0,1180.0,16.0,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,16
2278,DA Transports,A/C Sleeper (2+1),21:45,06h 30m,04:15,3.7,1049.0,22.0,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,22
2279,P K Travels,A/C Seater / Sleeper (2+1),21:30,06h 30m,04:00,5.0,900.0,9.0,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,9
2280,SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),21:15,06h 45m,04:00,3.1,949.0,9.0,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,9
2281,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:00,08h 30m,04:30,3.3,1100.0,34.0,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,34
2282,A1 Travels,A/C Seater / Sleeper (2+1),22:30,06h 30m,05:00,1.8,1000.0,27.0,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,27
2283,SAAM BUS,VE A/C Sleeper (2+1),21:45,06h 25m,04:10,4.1,1000.0,21.0,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,21
2284,Skylite Travels,A/C Sleeper (2+1),22:00,06h 20m,04:20,4.0,1100.0,19.0,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,19
2285,Skylite Travels,A/C Sleeper (2+1),22:00,06h 30m,04:30,4.0,1100.0,19.0,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,19
2286,DA Transports,A/C Sleeper (2+1),21:45,06h 35m,04:20,3.7,1049.0,25.0,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,25
2287,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),21:00,07h 00m,04:00,3.5,899.0,15.0,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,15
2288,SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),21:15,06h 46m,04:01,3.1,949.0,9.0,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,9
2289,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),21:00,07h 01m,04:01,3.1,899.0,15.0,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,15
2290,NS Transports,Non A/C Seater / Sleeper (2+1),22:30,06h 31m,05:01,4.2,799.0,5.0,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,5
2291,Madhavi Travels,A/C Sleeper (2+1),22:20,02h 50m,01:10,4.0,999.0,19.0,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,19
2292,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),22:45,02h 25m,01:10,3.0,1400.0,24.0,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,24
2293,Madhavi Travels,Volvo A/C Semi Sleeper (2+2),23:30,02h 25m,01:55,4.0,899.0,35.0,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,35
2294,A1 Travels,Bharat Benz A/C Sleeper (2+1),23:30,02h 00m,01:30,3.2,1000.0,8.0,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,8
2295,Madhavi Travels,A/C Sleeper (2+1),23:40,03h 10m,02:50,4.0,899.0,13.0,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,13
2296,UFO Bus,A/C Sleeper (2+1),23:55,03h 35m,03:30,4.1,777.0,26.0,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,26
2297,UFO Bus,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),23:55,03h 35m,03:30,4.1,656.0,29.0,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,29
2298,SG Travels,Bharat Benz A/C Sleeper (2+1),23:59,03h 31m,03:30,4.7,899.0,28.0,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,28
2299,Kalpaka Travels 1,A/C Sleeper (2+1),23:59,03h 46m,03:45,4.0,700.0,25.0,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,25
2300,Kalpaka Travels 1,A/C Semi Sleeper (2+2),23:59,03h 41m,03:40,4.0,600.0,31.0,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,31
2301,Arya Travels,A/C Sleeper (2+1),23:59,03h 16m,03:15,3.2,849.0,21.0,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,21
2302,Cochin Bus,Bharat Benz A/C Semi Sleeper (2+2),23:59,03h 31m,03:30,4.3,650.0,27.0,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,27
2303,Galaxy Tours,2+1 Air Suspension A/C Seater / Sleeper,21:45,03h 00m,00:45,2.6,650.0,33.0,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,33
2304,Galaxy Tours,A/C Semi Sleeper (2+2),21:45,01h 59m,23:44,2.6,800.0,17.0,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,17
2305,Aadithya Travels,A/C Seater/Sleeper (2+1),23:59,03h 01m,03:00,2.3,900.0,22.0,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,22
2306,MMK Travels,A/C Seater / Sleeper (2+1),23:45,06h 15m,06:00,4.5,750.0,18.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,18
2307,Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),13:55,07h 50m,21:45,4.4,799.0,36.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,36
2308,DLT BUS,A/C Sleeper (2+1),23:45,06h 45m,06:30,4.3,899.0,16.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,16
2309,MMK Travels,A/C Seater / Sleeper (2+1),23:45,06h 15m,06:00,4.6,750.0,20.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,20
2310,A1 Travels,Non A/C Seater / Sleeper (2+1),23:10,07h 20m,06:30,3.3,600.0,29.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,29
