,busname,bustype,depature_time,travel_time,end_time,star_rating,price,seat_available,routename,routelink,seatavilable
3545,Saarthi Travels India,A/C Seater / Sleeper (2+1),23:10,04h 50m,04:00,4.2,1149.0,23.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,23
3546,Raj Travels Basti and Transport,A/C Seater / Sleeper (2+2),23:55,05h 10m,05:05,4.3,1979.0,48.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,48
3547,Raj Travels Basti and Transport,A/C Seater / Sleeper (2+2),20:30,04h 30m,01:00,4.3,900.0,28.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,28
3548,SVD TRAVELS & TRANSPORT LLP,A/C Seater / Sleeper (2+2),22:05,04h 55m,03:00,4.1,1199.0,44.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,44
3549,SVD TRAVELS & TRANSPORT LLP,VE A/C Seater / Sleeper (2+1),21:50,04h 55m,02:45,4.1,1499.0,44.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,44
3550,KARNI KRIPA TOURS & TRAVELS,Bharat Benz A/C Seater /Sleeper (2+1),22:10,04h 20m,02:30,4.0,1099.0,20.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,20
3551,SAANVI TRAVELS,A/C Seater / Sleeper (2+2),23:55,04h 35m,04:30,1.9,1299.0,30.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,30
3552,FlixBus,Bharat Benz A/C Sleeper (2+1),23:10,04h 25m,03:35,3.9,1016.96,14.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,14
3553,Gajraj bus service,Bharat Benz A/C Seater /Sleeper (2+1),20:50,04h 20m,01:10,3.9,1400.0,40.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,40
3554,FlixBus,Bharat Benz A/C Seater (2+2),10:00,04h 25m,14:25,3.9,427.68,19.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,19
3555,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),A/C Sleeper (2+2),21:35,02h 55m,00:30,3.9,1599.0,19.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,19
3556,FlixBus,Bharat Benz A/C Seater (2+2),23:50,04h 20m,04:10,3.9,463.39,25.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,25
3557,FlixBus,VE A/C Sleeper (2+1),21:20,05h 20m,02:40,3.9,338.39,7.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,7
3558,Ankush travels,A/C Seater / Sleeper (2+2),22:30,03h 20m,01:50,1.1,2000.0,50.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,50
3559,RS YADAV SMART BUS,A/C Seater / Sleeper (2+1),23:55,04h 10m,04:05,5.0,1499.0,34.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,34
3560,RS YADAV SMART BUS,VE A/C Seater / Sleeper (2+1),22:40,03h 30m,02:10,4.8,1099.0,41.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,41
3561,Tiwari Travels,A/C Sleeper (2+1),21:40,03h 55m,01:35,3.5,1200.0,26.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,26
3562,M R Travels,A/C Seater / Sleeper (2+1),19:00,04h 30m,23:30,3.5,880.0,13.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,13
3563,Shrinath® Travel Agency Pvt. Ltd.,A/C Sleeper (2+1),20:45,04h 40m,01:25,3.4,4644.0,36.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,36
3564,Shree ram travels,A/C Seater/Sleeper (2+1),22:33,04h 26m,02:59,3.4,1199.0,35.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,35
3565,Shree Savariya Travels & Transport,A/C Seater / Sleeper (2+1),23:45,04h 15m,04:00,3.4,1599.0,40.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,40
3566,Virat Travels,A/C Sleeper (2+1),22:30,04h 30m,03:00,3.2,2299.0,24.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,24
3567,Shiv Mohan Travels,AC Sleeper (2+1),22:40,05h 50m,04:30,3.0,1799.0,36.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,36
3568,Gorakhdham Express Bus Service,A/C Seater / Sleeper (2+2),23:45,04h 00m,03:45,2.9,1455.0,39.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,39
3569,Gorakhdham Express Bus Service,A/C Seater / Sleeper (2+2),22:05,04h 00m,02:05,2.9,1499.0,6.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,6
3570,Panwar Travels,A/C Seater / Sleeper (2+1),22:50,04h 25m,03:15,2.8,1093.0,19.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,19
3571,Jagdamba tourism,A/C Seater / Sleeper (2+2),23:00,03h 30m,02:30,2.7,1199.0,31.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,31
3572,Shree Mahaveer Travels,A/C Seater / Sleeper (2+1),21:00,06h 00m,03:00,2.6,600.0,38.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,38
3573,First Choice Holidays,A/C Seater / Sleeper (2+1),22:30,06h 00m,04:30,2.6,799.0,34.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,34
3574,Dev Darbar Travel Agency,A/C Sleeper (2+1),19:00,05h 15m,00:15,2.4,3239.0,37.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,37
3575,SHREE MARUTIKRUPA TRAVELS AND CARGO,A/C Seater / Sleeper (2+1),23:45,06h 15m,06:00,2.4,2754.0,7.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,7
3576,Gajkaran Travels And Cargo,A/C Seater / Sleeper (2+1),18:55,04h 40m,23:35,2.0,1099.0,35.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,35
3577,Shri Siddhi Vinayak Travels,A/C Seater / Sleeper (2+1),23:30,04h 30m,04:00,2.1,1099.0,48.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,48
3578,Palak Travels,A/C Seater/Sleeper (2+1),22:30,04h 30m,03:00,2.0,799.0,23.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,23
3579,Arhaan Travels,A/C Seater / Sleeper (2+1),21:10,03h 45m,00:55,2.1,999.0,40.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,40
3580,Vande Bharat Travels,A/C Seater / Sleeper (2+2),20:25,04h 15m,00:40,1.8,570.48,54.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,54
3581,NAYAR TRAVELS (OPC) PVT LTD,A/C Sleeper (2+1),23:15,03h 35m,02:50,1.9,2199.0,34.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,34
3582,Vande Bharat Travels,A/C Seater / Sleeper (2+2),19:45,04h 30m,00:15,1.8,1141.9,54.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,54
3583,Shree Balajee Travels And Cargo,A/C Seater / Sleeper (2+1),01:00,05h 43m,06:43,1.2,1899.0,47.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,47
3584,Shree Balajee Travels And Cargo,NON A/C Seater/ Sleeper (2+1),23:30,06h 30m,06:00,1.2,1500.0,35.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,35
3585,Vijay Tour and Travels,A/C Seater / Sleeper (2+1),23:00,04h 05m,03:05,1.5,1349.0,38.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,38
3586,UPSRTC - KSN0048,Janrath AC Seater 2+2,10:00,03h 40m,13:40,3.3,366.0,36.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,36
3587,UPSRTC - BDV0173,Janrath AC Seater 2+2,10:29,03h 00m,13:29,3.1,335.0,34.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,34
3588,UPSRTC - MHB0187,Rajdhani Non AC Seater 2+3,10:30,03h 54m,14:24,3.3,287.0,51.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,51
3589,UPSRTC - MHB0266,Ordinary Non AC Seater 2+3,11:30,03h 54m,15:24,3.3,287.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3590,UPSRTC - ALI0009,Janrath AC Seater 2+2,11:30,03h 00m,14:30,2.8,335.0,35.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,35
3591,UPSRTC - BSP0002,Ordinary Non AC Seater 2+3,11:30,03h 30m,15:00,3.3,246.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3592,UPSRTC - BDV0105,Ordinary Non AC Seater 2+3,11:30,03h 20m,14:50,3.3,224.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3593,UPSRTC - KSN0192,Janrath AC Seater 2+2,11:31,03h 14m,14:45,3.3,366.0,36.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,36
3594,UPSRTC - MNP0035,Ordinary Non AC Seater 2+3,11:33,02h 46m,14:19,3.3,280.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3595,UPSRTC - BDV0113,Ordinary Non AC Seater 2+3,11:59,03h 20m,15:19,3.3,224.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3596,UPSRTC - BRT0308,Ordinary Non AC Seater 2+3,11:59,03h 16m,15:15,3.3,255.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3597,UPSRTC - MHB0274,Ordinary Non AC Seater 2+3,12:00,03h 41m,15:41,3.3,255.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3598,UPSRTC - PTG0151,Ordinary Non AC Seater 2+3,12:10,03h 35m,15:45,3.3,246.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3599,UPSRTC - MHB0185,Ordinary Non AC Seater 2+3,12:30,03h 54m,16:24,3.3,261.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3600,UPSRTC - MNP0039,Ordinary Non AC Seater 2+3,12:30,02h 49m,15:19,3.3,255.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3601,UPSRTC - BDV0469,Janrath AC Seater 2+2,12:31,03h 00m,15:31,3.3,335.0,36.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,36
3602,UPSRTC - PTG0149,Rajdhani Non AC Seater 2+3,12:50,03h 20m,16:10,3.3,224.0,51.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,51
3603,UPSRTC - MHB0264,Ordinary Non AC Seater 2+3,13:00,03h 47m,16:47,3.3,280.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3604,UPSRTC - BDV0475,Janrath AC Seater 2+3,13:01,02h 29m,15:30,2.3,290.0,48.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,48
3605,UPSRTC - BDV0091,Ordinary Non AC Seater 2+3,13:58,03h 20m,17:18,3.3,224.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3606,UPSRTC - MNP0047,Ordinary Non AC Seater 2+3,14:10,02h 49m,16:59,3.3,255.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3607,UPSRTC - BDV0095,Ordinary Non AC Seater 2+3,14:28,03h 20m,17:48,3.3,224.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3608,UPSRTC - MZP0142,Rajdhani Non AC Seater 2+3,14:31,02h 59m,17:30,3.3,283.0,51.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,51
3609,UPSRTC - BDV0461,Janrath AC Seater 2+2,14:32,03h 00m,17:32,4.1,335.0,36.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,36
3610,UPSRTC - KSN0054,Janrath AC Seater 2+3,14:45,03h 34m,18:19,3.3,291.0,48.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,48
3611,UPSRTC - ALI0642,Janrath AC Seater 2+3,15:00,04h 00m,19:00,3.3,286.0,48.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,48
3612,UPSRTC - BRT0134,Ordinary Non AC Seater 2+3,15:01,03h 59m,19:00,3.3,255.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3613,UPSRTC - HDD0252,Ordinary Non AC Seater 2+3,16:01,04h 14m,20:15,3.3,255.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3614,UPSRTC - HDD0166,Ordinary Non AC Seater 2+3,16:27,01h 44m,18:11,3.3,277.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3615,UPSRTC - BDV0099,Ordinary Non AC Seater 2+3,16:30,03h 20m,19:50,3.3,224.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3616,UPSRTC - ALI0618,Janrath AC Seater 2+2,16:31,03h 00m,19:31,4.3,335.0,33.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,33
3617,UPSRTC - HDD0023,Ordinary Non AC Seater 2+3,16:35,05h 15m,21:50,3.3,252.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3618,UPSRTC - MNP0158,Ordinary Non AC Seater 2+3,17:00,02h 49m,19:49,3.3,255.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3619,UPSRTC - HDD0254,Ordinary Non AC Seater 2+3,17:01,03h 59m,21:00,3.3,255.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3620,UPSRTC - HDD0074,Ordinary Non AC Seater 2+3,17:05,01h 45m,18:50,3.3,280.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3621,UPSRTC - BDV0175,Janrath AC Seater 2+2,17:29,03h 00m,20:29,2.4,335.0,36.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,36
3622,UPSRTC - HDD0157,Ordinary Non AC Seater 2+3,17:30,03h 27m,20:57,3.3,252.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3623,UPSRTC - MNP0152,Ordinary Non AC Seater 2+3,17:45,02h 49m,20:34,3.3,255.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3624,UPSRTC - HDD0255,Ordinary Non AC Seater 2+3,17:58,02h 08m,20:06,3.3,255.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3625,UPSRTC - HDD0079,Ordinary Non AC Seater 2+3,18:05,02h 45m,20:50,3.3,280.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3626,UPSRTC - HDD0171,Ordinary Non AC Seater 2+3,18:06,03h 44m,21:50,3.3,255.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3627,UPSRTC - MNP0138,Ordinary Non AC Seater 2+3,18:10,03h 06m,21:16,3.3,255.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3628,UPSRTC - MNP0143,Ordinary Non AC Seater 2+3,18:30,03h 06m,21:36,3.3,255.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3629,UPSRTC - ALI0011,Janrath AC Seater 2+2,18:31,02h 59m,21:30,2.4,335.0,36.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,36
3630,UPSRTC - HDD0035,Ordinary Non AC Seater 2+3,18:32,02h 18m,20:50,3.3,255.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3631,UPSRTC - HDD0586,Ordinary Non AC Seater 2+3,18:35,01h 25m,20:00,3.3,252.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3632,UPSRTC - HDD0159,Ordinary Non AC Seater 2+3,18:59,04h 01m,23:00,3.3,252.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3633,UPSRTC - HDD0292,Rajdhani Non AC Seater 2+3,19:00,02h 20m,21:20,3.3,280.0,51.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,51
3634,UPSRTC - HDD0584,Ordinary Non AC Seater 2+3,19:01,03h 09m,22:10,3.3,252.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3635,UPSRTC - HDD0111,Ordinary Non AC Seater 2+3,19:03,05h 57m,01:00,3.3,255.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3636,UPSRTC - HDD0174,Ordinary Non AC Seater 2+3,19:06,04h 03m,23:09,3.3,255.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3637,UPSRTC - MNP0111,Ordinary Non AC Seater 2+3,19:30,03h 06m,22:36,3.3,255.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3638,UPSRTC - BDV0471,Janrath AC Seater 2+2,19:31,03h 00m,22:31,3.3,335.0,36.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,36
3639,UPSRTC - HDD0163,Ordinary Non AC Seater 2+3,19:32,03h 28m,23:00,3.3,252.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3640,UPSRTC - HDD0431,Ordinary Non AC Seater 2+3,20:00,01h 45m,21:45,3.3,255.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3641,UPSRTC - BDV0111,Ordinary Non AC Seater 2+3,20:29,03h 20m,23:49,3.3,224.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3642,UPSRTC - MNP0026,Ordinary Non AC Seater 2+3,21:31,02h 47m,00:18,3.3,255.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3643,UPSRTC - KSN0301,Ordinary Non AC Seater 2+3,22:15,03h 37m,01:52,3.3,280.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3644,UPSRTC - SKB0213,Ordinary Non AC Seater 2+3,22:29,04h 31m,03:00,3.3,278.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3645,UPSRTC - SKB0216,Ordinary Non AC Seater 2+3,22:44,03h 46m,02:30,3.3,253.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3646,UPSRTC - MNP0117,Ordinary Non AC Seater 2+3,23:30,03h 06m,02:36,3.3,255.0,52.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,52
3647,Chaturvedi Bus Service,Non A/C Seater / Sleeper (2+1),21:30,04h 30m,02:00,2.3,550.0,45.0,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,45
3648,KVS Holidays,Non A/C Seater / Sleeper (2+1),21:30,09h 00m,06:30,1.6,799.0,31.0,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,31
3649,Chaturvedi Bus Service,Non A/C Seater / Sleeper (2+1),21:00,09h 10m,06:10,4.1,400.0,48.0,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,48
3650,Shree Krishna Shtabadi Travels,NON AC Seater / Sleeper 2+1,21:00,09h 00m,06:00,2.2,600.0,44.0,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,44
3651,Chaturvedi Bus Service,Non A/C Seater / Sleeper (2+1),21:30,08h 30m,06:00,1.0,550.0,45.0,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,45
3652,Abhay Travels (I.R.T.C),Non A/C Seater / Sleeper (2+1),20:30,09h 30m,06:00,1.0,1300.0,30.0,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,30
3653,Chaturvedi Bus Service,Non A/C Seater / Sleeper (2+1),19:30,10h 40m,06:10,2.8,400.0,48.0,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,48
3654,Shree Krishna Shtabadi Travels,NON A/C Sleeper (2+1),21:00,09h 30m,06:30,2.2,1200.0,32.0,Delhi to Farrukhabad (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,32
3655,PTC-SKYBUS,A/C Seater/Sleeper (2+1),22:30,07h 00m,05:30,4.7,550.0,19.0,Varanasi to Lucknow,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,19
3656,Yolo Bus,A/C Seater / Sleeper (2+1),22:00,07h 38m,05:38,4.2,600.0,17.0,Varanasi to Lucknow,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,17
3657,Raj Kalpana Travels Pvt.Ltd,A/C Seater/Sleeper (2+1),20:00,05h 15m,01:15,4.2,1399.0,33.0,Varanasi to Lucknow,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,33
3658,Raj Kalpana Travels Pvt.Ltd,A/C Seater/Sleeper (2+1),16:30,06h 30m,23:00,4.5,1199.0,37.0,Varanasi to Lucknow,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,37
3659,RS YADAV SMART BUS,A/C Seater / Sleeper (2+2),16:15,08h 51m,01:06,5.0,1199.0,58.0,Varanasi to Lucknow,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,58
3660,Sethi Yatra Company,A/C Seater / Sleeper (2+1),16:00,07h 50m,23:50,3.8,570.0,25.0,Varanasi to Lucknow,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,25
3661,Tiwari Travels,A/C Sleeper (2+1),22:30,08h 00m,06:30,3.5,550.0,22.0,Varanasi to Lucknow,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,22
3662,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),17:00,06h 45m,23:45,3.2,549.0,28.0,Varanasi to Lucknow,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,28
3663,Safar Express,A/C Seater / Sleeper (2+1),16:05,07h 25m,23:30,3.8,1299.0,35.0,Varanasi to Lucknow,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,35
3664,Goyal Travels,VE A/C Seater / Sleeper (2+1),16:00,07h 25m,23:25,2.6,500.0,28.0,Varanasi to Lucknow,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,28
3665,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),19:00,06h 30m,01:30,2.3,549.0,27.0,Varanasi to Lucknow,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,27
3666,HIGHWAY STAR TRAVEL & CARGO,A/C Seater / Sleeper (2+1),17:05,07h 10m,00:15,1.8,1139.0,19.0,Varanasi to Lucknow,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,19
3667,Khajuraho Travels,A/C Seater / Sleeper (2+1),18:26,05h 46m,00:12,2.8,1796.0,17.0,Varanasi to Lucknow,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,17
3668,UPSRTC - AWD0206,Pink Express AC Seater 2+2,21:45,07h 45m,05:30,3.9,948.0,39.0,Lucknow to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-aligarh-uttar-pradesh,39
3669,UPSRTC - BDV0864,Janrath AC Seater 2+2,22:30,12h 15m,10:45,3.3,1049.0,36.0,Lucknow to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-aligarh-uttar-pradesh,36
3670,UPSRTC - BRT0064,Ordinary Non AC Seater 2+3,10:10,10h 50m,21:00,3.3,747.0,52.0,Sitapur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/sitapur-to-delhi,52
3671,UPSRTC - STD0237,Ordinary Non AC Seater 2+3,14:55,12h 01m,02:56,3.3,747.0,52.0,Sitapur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/sitapur-to-delhi,52
